time_EUR_USD,close_EUR_USD,open_EUR_USD,high_EUR_USD,low_EUR_USD,Volume_EUR_USD
2010-01-15T18:00:00.000000000Z,1.4386299999999999,1.4382,1.43916,1.4336799999999998,6831
2010-01-15T22:00:00.000000000Z,1.43861,1.43842,1.43861,1.43842,4
2010-01-17T18:00:00.000000000Z,1.4356200000000001,1.43825,1.4387299999999998,1.43346,1469
2010-01-17T22:00:00.000000000Z,1.4343,1.4356200000000001,1.43756,1.43354,4248
2010-01-18T02:00:00.000000000Z,1.43749,1.43432,1.43876,1.43432,3217
2010-01-18T06:00:00.000000000Z,1.4375200000000001,1.4375200000000001,1.43939,1.43662,5588
2010-01-18T10:00:00.000000000Z,1.43766,1.4375,1.43874,1.43676,4508
2010-01-18T14:00:00.000000000Z,1.4396,1.43764,1.43992,1.43726,3690
2010-01-18T18:00:00.000000000Z,1.43836,1.4395799999999999,1.44,1.43785,2261
2010-01-18T22:00:00.000000000Z,1.4404,1.4383299999999999,1.4414200000000001,1.43794,4009
2010-01-19T02:00:00.000000000Z,1.4390399999999999,1.44036,1.44046,1.43848,2982
2010-01-19T06:00:00.000000000Z,1.4354200000000001,1.43902,1.44118,1.43539,7059
2010-01-19T10:00:00.000000000Z,1.4284700000000001,1.43544,1.43547,1.42628,12803
2010-01-19T14:00:00.000000000Z,1.4293799999999999,1.42844,1.43072,1.4253,11860
2010-01-19T18:00:00.000000000Z,1.4287299999999998,1.42934,1.4305,1.42794,4242
2010-01-19T22:00:00.000000000Z,1.4215200000000001,1.42875,1.42956,1.41856,8498
2010-01-20T02:00:00.000000000Z,1.4188,1.42154,1.4228399999999999,1.41668,8301
2010-01-20T06:00:00.000000000Z,1.4186,1.41882,1.4219600000000001,1.4175799999999998,10360
2010-01-20T10:00:00.000000000Z,1.41378,1.41862,1.4193799999999999,1.41272,12519
2010-01-20T14:00:00.000000000Z,1.4115799999999998,1.4138,1.41414,1.40802,12701
2010-01-20T18:00:00.000000000Z,1.4106100000000001,1.41156,1.41156,1.40964,3926
2010-01-20T22:00:00.000000000Z,1.41116,1.41058,1.4136799999999998,1.40945,4810
2010-01-21T02:00:00.000000000Z,1.40935,1.4111200000000002,1.4111799999999999,1.40672,6795
2010-01-21T06:00:00.000000000Z,1.40564,1.4093799999999999,1.41196,1.40444,10864
2010-01-21T10:00:00.000000000Z,1.40764,1.4056600000000001,1.4093200000000001,1.4029200000000002,11778
2010-01-21T14:00:00.000000000Z,1.41016,1.4076600000000001,1.4143299999999999,1.40316,18931
2010-01-21T18:00:00.000000000Z,1.40842,1.4102,1.4121,1.40793,7298
2010-01-21T22:00:00.000000000Z,1.4133799999999999,1.4086299999999998,1.41385,1.40666,7130
2010-01-22T02:00:00.000000000Z,1.41272,1.4134,1.41384,1.4113,3881
2010-01-22T06:00:00.000000000Z,1.4161,1.41275,1.41652,1.41164,9993
2010-01-22T10:00:00.000000000Z,1.41072,1.41608,1.41642,1.41042,11120
2010-01-22T14:00:00.000000000Z,1.4154,1.4107399999999999,1.41818,1.4087,18151
2010-01-22T18:00:00.000000000Z,1.41362,1.4153799999999999,1.4169,1.41236,6646
2010-01-22T22:00:00.000000000Z,1.41357,1.41364,1.41364,1.41357,2
2010-01-24T14:00:00.000000000Z,1.41301,1.41326,1.41326,1.4126100000000001,9
2010-01-24T18:00:00.000000000Z,1.41575,1.4128100000000001,1.4169200000000002,1.41115,1486
2010-01-24T22:00:00.000000000Z,1.41555,1.4158,1.41734,1.4134799999999998,4282
2010-01-25T02:00:00.000000000Z,1.41615,1.4155200000000001,1.41739,1.41505,3504
2010-01-25T06:00:00.000000000Z,1.415,1.41618,1.41696,1.41306,7778
2010-01-25T10:00:00.000000000Z,1.41438,1.41496,1.4194200000000001,1.4131799999999999,9293
2010-01-25T14:00:00.000000000Z,1.41506,1.41436,1.41592,1.4129,11809
2010-01-25T18:00:00.000000000Z,1.41513,1.4150399999999999,1.41628,1.4142,4126
2010-01-25T22:00:00.000000000Z,1.4172,1.41511,1.41793,1.4145,3587
2010-01-26T02:00:00.000000000Z,1.40801,1.4172200000000001,1.41726,1.4075600000000001,10140
2010-01-26T06:00:00.000000000Z,1.4096799999999998,1.4079899999999999,1.41108,1.40727,12795
2010-01-26T10:00:00.000000000Z,1.40774,1.40972,1.41066,1.4067399999999999,9453
2010-01-26T14:00:00.000000000Z,1.41022,1.4077600000000001,1.41068,1.40424,13824
2010-01-26T18:00:00.000000000Z,1.40719,1.41026,1.41034,1.40707,4687
2010-01-26T22:00:00.000000000Z,1.40934,1.40723,1.40934,1.4063,5715
2010-01-27T02:00:00.000000000Z,1.4067,1.40931,1.4097,1.40539,5344
2010-01-27T06:00:00.000000000Z,1.4057600000000001,1.40667,1.40709,1.40218,9943
2010-01-27T10:00:00.000000000Z,1.4048399999999999,1.40574,1.40878,1.40458,9374
2010-01-27T14:00:00.000000000Z,1.40412,1.4048,1.40622,1.40268,12505
2010-01-27T18:00:00.000000000Z,1.40239,1.4041,1.4053799999999999,1.3993200000000001,12269
2010-01-27T22:00:00.000000000Z,1.39806,1.4024299999999998,1.40392,1.39337,7811
2010-01-28T02:00:00.000000000Z,1.4014799999999998,1.39804,1.40242,1.39574,6072
2010-01-28T06:00:00.000000000Z,1.40296,1.4015,1.4052200000000001,1.40046,8312
2010-01-28T10:00:00.000000000Z,1.39916,1.40298,1.4036600000000001,1.39818,10202
2010-01-28T14:00:00.000000000Z,1.3972799999999999,1.39914,1.40018,1.39468,13812
2010-01-28T18:00:00.000000000Z,1.3971,1.3973,1.39872,1.396,6192
2010-01-28T22:00:00.000000000Z,1.3939,1.39714,1.3972799999999999,1.39125,6934
2010-01-29T02:00:00.000000000Z,1.3929,1.39394,1.39636,1.39224,5191
2010-01-29T06:00:00.000000000Z,1.39657,1.3929200000000002,1.3987399999999999,1.3927,9988
2010-01-29T10:00:00.000000000Z,1.39504,1.39655,1.39782,1.3936600000000001,9118
2010-01-29T14:00:00.000000000Z,1.3889200000000002,1.3950200000000001,1.39524,1.38632,17458
2010-01-29T18:00:00.000000000Z,1.38624,1.3889,1.3892200000000001,1.3862299999999999,5757
2010-01-31T14:00:00.000000000Z,1.38673,1.3866399999999999,1.38673,1.3866399999999999,2
2010-01-31T18:00:00.000000000Z,1.38646,1.38668,1.38727,1.38535,1543
2010-01-31T22:00:00.000000000Z,1.3866100000000001,1.3865399999999999,1.38881,1.3855,5430
2010-01-31T22:00:00.000000000Z,1.3866100000000001,1.3865399999999999,1.38881,1.3855,5430
2010-02-01T02:00:00.000000000Z,1.38799,1.38659,1.38845,1.38534,4835
2010-02-01T06:00:00.000000000Z,1.39136,1.38796,1.39136,1.3875600000000001,8633
2010-02-01T10:00:00.000000000Z,1.3912200000000001,1.3913799999999998,1.39354,1.38916,8873
2010-02-01T14:00:00.000000000Z,1.39142,1.39124,1.39334,1.3894,10987
2010-02-01T18:00:00.000000000Z,1.39306,1.39144,1.39385,1.39066,4861
2010-02-01T22:00:00.000000000Z,1.39099,1.39309,1.39357,1.39076,3660
2010-02-02T02:00:00.000000000Z,1.39225,1.39101,1.39347,1.3886399999999999,7525
2010-02-02T06:00:00.000000000Z,1.3933200000000001,1.3922299999999999,1.3951200000000001,1.39116,8778
2010-02-02T10:00:00.000000000Z,1.3936600000000001,1.39334,1.39584,1.3931200000000001,9179
2010-02-02T14:00:00.000000000Z,1.3958,1.39362,1.3971200000000001,1.39246,10857
2010-02-02T18:00:00.000000000Z,1.39644,1.39582,1.3974799999999998,1.3954600000000001,3942
2010-02-02T22:00:00.000000000Z,1.39634,1.39641,1.3976600000000001,1.3959,3725
2010-02-03T02:00:00.000000000Z,1.3968399999999999,1.39636,1.3970799999999999,1.39468,3722
2010-02-03T06:00:00.000000000Z,1.4011799999999999,1.39686,1.4026399999999999,1.39622,8926
2010-02-03T10:00:00.000000000Z,1.3942,1.40116,1.4017,1.39406,9646
2010-02-03T14:00:00.000000000Z,1.3911200000000001,1.39422,1.3957,1.39016,11951
2010-02-03T18:00:00.000000000Z,1.38937,1.3911,1.39206,1.3886100000000001,5381
2010-02-03T22:00:00.000000000Z,1.38826,1.38933,1.39031,1.3867200000000002,5852
2010-02-04T02:00:00.000000000Z,1.38888,1.3883,1.38974,1.38818,3284
2010-02-04T06:00:00.000000000Z,1.38438,1.3889,1.38894,1.38268,10208
2010-02-04T10:00:00.000000000Z,1.38224,1.3844,1.38572,1.38196,9649
2010-02-04T14:00:00.000000000Z,1.37586,1.38228,1.38286,1.3728,15678
2010-02-04T18:00:00.000000000Z,1.37232,1.37588,1.3767399999999999,1.37229,6635
2010-02-04T22:00:00.000000000Z,1.3692600000000001,1.37237,1.37467,1.36686,8830
2010-02-05T02:00:00.000000000Z,1.37056,1.36929,1.3724299999999998,1.3688,7414
2010-02-05T06:00:00.000000000Z,1.36756,1.37058,1.37268,1.36474,12758
2010-02-05T10:00:00.000000000Z,1.3731200000000001,1.36758,1.37426,1.36598,14940
2010-02-05T14:00:00.000000000Z,1.36322,1.3731,1.37322,1.3593600000000001,20317
2010-02-05T18:00:00.000000000Z,1.3679,1.3632,1.36798,1.35858,9479
2010-02-07T14:00:00.000000000Z,1.3688,1.36915,1.3694,1.3688,9
2010-02-07T18:00:00.000000000Z,1.36602,1.36845,1.37186,1.36554,2576
2010-02-07T22:00:00.000000000Z,1.36436,1.3659700000000001,1.36683,1.36319,6434
2010-02-08T02:00:00.000000000Z,1.36418,1.36438,1.3649,1.3621,5085
2010-02-08T06:00:00.000000000Z,1.3692799999999998,1.36416,1.3713600000000001,1.36216,9907
2010-02-08T10:00:00.000000000Z,1.36744,1.36932,1.37122,1.3641,10370
2010-02-08T14:00:00.000000000Z,1.36944,1.36742,1.37114,1.3651200000000001,12913
2010-02-08T18:00:00.000000000Z,1.36489,1.36942,1.36978,1.36455,5501
2010-02-08T22:00:00.000000000Z,1.36732,1.36493,1.3673799999999998,1.36437,4947
2010-02-09T02:00:00.000000000Z,1.36996,1.3673,1.37196,1.3662,6235
2010-02-09T06:00:00.000000000Z,1.3730200000000001,1.36994,1.37458,1.3694600000000001,11012
2010-02-09T10:00:00.000000000Z,1.37468,1.373,1.3773600000000001,1.3698,11198
2010-02-09T14:00:00.000000000Z,1.37859,1.3746399999999999,1.38392,1.3693,21958
2010-02-09T18:00:00.000000000Z,1.37974,1.37857,1.3798700000000002,1.37694,8713
2010-02-09T22:00:00.000000000Z,1.3786399999999999,1.3798,1.3807399999999999,1.3777700000000002,4950
2010-02-10T02:00:00.000000000Z,1.37456,1.37868,1.37916,1.37342,6734
2010-02-10T06:00:00.000000000Z,1.37784,1.37452,1.37876,1.37442,9515
2010-02-10T10:00:00.000000000Z,1.3744399999999999,1.37782,1.38124,1.37286,16491
2010-02-10T14:00:00.000000000Z,1.374,1.37442,1.37634,1.36762,17287
2010-02-10T18:00:00.000000000Z,1.37373,1.37396,1.37562,1.3726,5735
2010-02-10T22:00:00.000000000Z,1.3777,1.37379,1.3779700000000001,1.3731799999999998,5214
2010-02-11T02:00:00.000000000Z,1.3785,1.37772,1.3801,1.3773799999999998,5176
2010-02-11T06:00:00.000000000Z,1.375,1.37848,1.3791200000000001,1.37426,9155
2010-02-11T10:00:00.000000000Z,1.36984,1.3750200000000001,1.37666,1.3686399999999999,14111
2010-02-11T14:00:00.000000000Z,1.36784,1.36982,1.36982,1.35952,19772
2010-02-11T18:00:00.000000000Z,1.36933,1.36782,1.36963,1.36632,5946
2010-02-11T22:00:00.000000000Z,1.36788,1.36927,1.36953,1.3653600000000001,5331
2010-02-12T02:00:00.000000000Z,1.3671,1.36786,1.36814,1.3658,5020
2010-02-12T06:00:00.000000000Z,1.3569200000000001,1.3671200000000001,1.3687200000000002,1.3566799999999999,10364
2010-02-12T10:00:00.000000000Z,1.3589,1.35695,1.36002,1.3531799999999998,14183
2010-02-12T14:00:00.000000000Z,1.3632,1.3589200000000001,1.3643399999999999,1.3550799999999998,16917
2010-02-12T18:00:00.000000000Z,1.3631799999999998,1.3631799999999998,1.36378,1.36016,4885
2010-02-14T18:00:00.000000000Z,1.36267,1.36283,1.36342,1.36029,762
2010-02-14T22:00:00.000000000Z,1.36156,1.36269,1.3632600000000001,1.36067,3323
2010-02-15T02:00:00.000000000Z,1.3594899999999999,1.36158,1.36205,1.35927,3381
2010-02-15T06:00:00.000000000Z,1.36116,1.3594700000000002,1.36174,1.35792,7043
2010-02-15T10:00:00.000000000Z,1.36094,1.36114,1.36338,1.3595,5848
2010-02-15T14:00:00.000000000Z,1.3607200000000002,1.3609200000000001,1.36182,1.35816,5713
2010-02-15T18:00:00.000000000Z,1.35982,1.36074,1.3609200000000001,1.35938,2165
2010-02-15T22:00:00.000000000Z,1.36228,1.35985,1.3629799999999999,1.35883,3763
2010-02-16T02:00:00.000000000Z,1.3644399999999999,1.3623100000000001,1.36542,1.36178,3842
2010-02-16T06:00:00.000000000Z,1.3647,1.36442,1.36832,1.36362,7930
2010-02-16T10:00:00.000000000Z,1.36685,1.3647200000000002,1.36758,1.36342,8946
2010-02-16T14:00:00.000000000Z,1.37548,1.36687,1.37754,1.3645,14110
2010-02-16T18:00:00.000000000Z,1.37706,1.3755,1.37796,1.3750799999999999,4176
2010-02-16T22:00:00.000000000Z,1.3761,1.37713,1.37754,1.37562,3616
2010-02-17T02:00:00.000000000Z,1.3769799999999999,1.37608,1.37824,1.37574,2753
2010-02-17T06:00:00.000000000Z,1.3746399999999999,1.377,1.37884,1.37388,9089
2010-02-17T10:00:00.000000000Z,1.3709200000000001,1.3746200000000002,1.37564,1.37061,8515
2010-02-17T14:00:00.000000000Z,1.36168,1.37096,1.3713799999999998,1.35978,14433
2010-02-17T18:00:00.000000000Z,1.36066,1.36166,1.36284,1.35857,7168
2010-02-17T22:00:00.000000000Z,1.35657,1.36061,1.3613899999999999,1.35628,5138
2010-02-18T02:00:00.000000000Z,1.3575,1.3566,1.3581,1.35584,4077
2010-02-18T06:00:00.000000000Z,1.3572799999999998,1.35748,1.35948,1.354,10608
2010-02-18T10:00:00.000000000Z,1.35748,1.3573,1.35922,1.35476,8387
2010-02-18T14:00:00.000000000Z,1.35944,1.35746,1.3654600000000001,1.35554,14312
2010-02-18T18:00:00.000000000Z,1.3527,1.35942,1.36228,1.34976,11270
2010-02-18T22:00:00.000000000Z,1.34725,1.3526,1.35376,1.34438,14129
2010-02-19T02:00:00.000000000Z,1.3476,1.34722,1.35094,1.34595,6335
2010-02-19T06:00:00.000000000Z,1.34932,1.34758,1.35154,1.3456299999999999,11401
2010-02-19T10:00:00.000000000Z,1.3512,1.34934,1.35449,1.34884,9261
2010-02-19T14:00:00.000000000Z,1.35744,1.3511799999999998,1.35752,1.3483,13967
2010-02-19T18:00:00.000000000Z,1.36124,1.35742,1.36184,1.3563,6846
2010-02-19T22:00:00.000000000Z,1.3612,1.36145,1.36145,1.3612,3
2010-02-21T18:00:00.000000000Z,1.3639299999999999,1.3616,1.36501,1.3616,1791
2010-02-21T22:00:00.000000000Z,1.3646200000000002,1.3637700000000001,1.36483,1.36025,4968
2010-02-22T02:00:00.000000000Z,1.36276,1.36459,1.36538,1.36276,3651
2010-02-22T06:00:00.000000000Z,1.3612,1.3627799999999999,1.36408,1.3592600000000001,8965
2010-02-22T10:00:00.000000000Z,1.3612799999999998,1.3611799999999998,1.36324,1.3586799999999999,8868
2010-02-22T14:00:00.000000000Z,1.35938,1.3613,1.3629200000000001,1.35738,11301
2010-02-22T18:00:00.000000000Z,1.35958,1.35942,1.3612,1.3582,3706
2010-02-22T22:00:00.000000000Z,1.35984,1.3597,1.36132,1.35895,4094
2010-02-23T02:00:00.000000000Z,1.3632799999999998,1.35982,1.36368,1.3591,4686
2010-02-23T06:00:00.000000000Z,1.36362,1.3632600000000001,1.3692,1.36228,11476
2010-02-23T10:00:00.000000000Z,1.3570799999999998,1.36358,1.36358,1.3552,11464
2010-02-23T14:00:00.000000000Z,1.35206,1.35706,1.35796,1.35014,17381
2010-02-23T18:00:00.000000000Z,1.35073,1.35208,1.35306,1.34972,5956
2010-02-23T22:00:00.000000000Z,1.3539700000000001,1.3507,1.3546799999999999,1.35025,5391
2010-02-24T02:00:00.000000000Z,1.3548200000000001,1.35399,1.35513,1.35338,3441
2010-02-24T06:00:00.000000000Z,1.35342,1.3548,1.35503,1.3514,8806
2010-02-24T10:00:00.000000000Z,1.3548200000000001,1.35338,1.3572,1.35334,9772
2010-02-24T14:00:00.000000000Z,1.3546799999999999,1.3548,1.3627200000000002,1.35408,17310
2010-02-24T18:00:00.000000000Z,1.35398,1.3547,1.35556,1.35188,5959
2010-02-24T22:00:00.000000000Z,1.3499700000000001,1.35401,1.35483,1.34875,5942
2010-02-25T02:00:00.000000000Z,1.34647,1.34994,1.35029,1.34522,6352
2010-02-25T06:00:00.000000000Z,1.34896,1.34645,1.34982,1.34588,10090
2010-02-25T10:00:00.000000000Z,1.34774,1.3489200000000001,1.3517,1.3458,10399
2010-02-25T14:00:00.000000000Z,1.35246,1.3477700000000001,1.35386,1.34622,16820
2010-02-25T18:00:00.000000000Z,1.35484,1.35248,1.3570799999999998,1.35156,8706
2010-02-25T22:00:00.000000000Z,1.3588200000000001,1.3548,1.3594700000000002,1.3530799999999998,5371
2010-02-26T02:00:00.000000000Z,1.35944,1.35884,1.36039,1.3572600000000001,5265
2010-02-26T06:00:00.000000000Z,1.35954,1.3594700000000002,1.3614,1.3552600000000001,9479
2010-02-26T10:00:00.000000000Z,1.35804,1.35956,1.3628200000000001,1.3551600000000001,11040
2010-02-26T14:00:00.000000000Z,1.36018,1.35808,1.36832,1.35586,18304
2010-02-26T18:00:00.000000000Z,1.3631799999999998,1.36014,1.3635700000000002,1.36006,4752
2010-02-26T22:00:00.000000000Z,1.3628799999999999,1.36323,1.36323,1.3628799999999999,4
2010-02-28T14:00:00.000000000Z,1.3629799999999999,1.3632799999999998,1.3634,1.36186,55
2010-02-28T18:00:00.000000000Z,1.36246,1.36291,1.3665100000000001,1.36242,2718
2010-02-28T22:00:00.000000000Z,1.3616,1.3625200000000002,1.36507,1.36138,8099
2010-02-28T22:00:00.000000000Z,1.3616,1.3625200000000002,1.36507,1.36138,8099
2010-03-01T02:00:00.000000000Z,1.3616,1.36162,1.36184,1.3591,5006
2010-03-01T06:00:00.000000000Z,1.36381,1.36162,1.36542,1.35864,9158
2010-03-01T10:00:00.000000000Z,1.3531799999999998,1.3638299999999999,1.3648,1.3506799999999999,15296
2010-03-01T14:00:00.000000000Z,1.3537,1.3532,1.3548799999999999,1.3461,15580
2010-03-01T18:00:00.000000000Z,1.356,1.35368,1.35802,1.3527,5638
2010-03-01T22:00:00.000000000Z,1.35295,1.35611,1.35772,1.35227,5255
2010-03-02T02:00:00.000000000Z,1.35352,1.35297,1.35471,1.35133,5242
2010-03-02T06:00:00.000000000Z,1.34869,1.3535,1.35428,1.34346,13391
2010-03-02T10:00:00.000000000Z,1.35874,1.34865,1.35988,1.3483399999999999,13426
2010-03-02T14:00:00.000000000Z,1.35938,1.3587200000000001,1.35938,1.3515,14940
2010-03-02T18:00:00.000000000Z,1.3614899999999999,1.35942,1.36222,1.3590200000000001,6355
2010-03-02T22:00:00.000000000Z,1.36388,1.36145,1.3653600000000001,1.36058,6267
2010-03-03T02:00:00.000000000Z,1.36394,1.36386,1.3655,1.36266,4997
2010-03-03T06:00:00.000000000Z,1.36344,1.36396,1.36628,1.3592799999999998,11905
2010-03-03T10:00:00.000000000Z,1.36552,1.3634600000000001,1.36742,1.3607200000000002,13331
2010-03-03T14:00:00.000000000Z,1.3714600000000001,1.3655,1.37362,1.3625,17764
2010-03-03T18:00:00.000000000Z,1.36965,1.37142,1.37274,1.36899,5756
2010-03-03T22:00:00.000000000Z,1.37058,1.36976,1.3709,1.36894,3374
2010-03-04T02:00:00.000000000Z,1.36786,1.3706,1.37127,1.36685,4228
2010-03-04T06:00:00.000000000Z,1.36491,1.36782,1.36836,1.3633600000000001,10357
2010-03-04T10:00:00.000000000Z,1.36806,1.36494,1.36942,1.3646,11562
2010-03-04T14:00:00.000000000Z,1.35846,1.36804,1.3681,1.3551600000000001,17733
2010-03-04T18:00:00.000000000Z,1.3581299999999998,1.3584399999999999,1.35934,1.3557,4719
2010-03-04T22:00:00.000000000Z,1.35832,1.35815,1.3592600000000001,1.35704,3821
2010-03-05T02:00:00.000000000Z,1.35922,1.35835,1.3603,1.3583,2791
2010-03-05T06:00:00.000000000Z,1.3590799999999998,1.3592,1.3608,1.3568799999999999,8974
2010-03-05T10:00:00.000000000Z,1.35581,1.35906,1.35974,1.35306,9301
2010-03-05T14:00:00.000000000Z,1.36097,1.35584,1.36304,1.35448,12562
2010-03-05T18:00:00.000000000Z,1.3625,1.36095,1.36273,1.36014,2657
2010-03-07T14:00:00.000000000Z,1.3624,1.3625,1.36255,1.3624,6
2010-03-07T18:00:00.000000000Z,1.36323,1.36238,1.36355,1.36142,666
2010-03-07T22:00:00.000000000Z,1.3672600000000001,1.36325,1.3672799999999998,1.36256,5068
2010-03-08T02:00:00.000000000Z,1.36768,1.36724,1.36914,1.36706,4301
2010-03-08T06:00:00.000000000Z,1.36624,1.36766,1.37042,1.3658,7803
2010-03-08T10:00:00.000000000Z,1.36656,1.36626,1.3669200000000001,1.36368,7508
2010-03-08T14:00:00.000000000Z,1.36392,1.3665399999999999,1.3691799999999998,1.36058,11708
2010-03-08T18:00:00.000000000Z,1.36343,1.3639,1.36424,1.3623399999999999,2832
2010-03-08T22:00:00.000000000Z,1.36172,1.3633899999999999,1.3634899999999999,1.3608,4469
2010-03-09T02:00:00.000000000Z,1.36182,1.3617,1.36354,1.3606200000000002,4286
2010-03-09T06:00:00.000000000Z,1.35956,1.3618,1.3628200000000001,1.35766,10746
2010-03-09T10:00:00.000000000Z,1.3551799999999998,1.35954,1.35978,1.35378,9695
2010-03-09T14:00:00.000000000Z,1.36042,1.3551600000000001,1.36042,1.3543399999999999,10194
